url,Title,Card_Location,Price,Address,Guest,Bed_Bath_Details,Rating,Host_Name,Total_Reviews,Host_Info,Amenities
https://www.airbnb.com/rooms/1341217158529788291?search_mode=regular_search&adults=1&check_in=2025-08-01&check_out=2025-08-06&children=0&infants=0&pets=0&source_impression_id=p3_1753361600_P3zOmao0VPkEUd9W&previous_page_section_name=1000&federated_search_id=a3c52b5d-e4d0-4c65-add3-4495ded31687,Private room in shared apartment,,,,1 guest,"['1 bed', '1 shared bath']",,Palm Hostel,,[],[]
