URL,Card_Location,Title,Price,Address,Guest,Bed_Bath_Details,Rating,Total_Reviews,Host_Name,Host_Info,Amenities
https://www.airbnb.com/rooms/1191451700964953949?check_in=2025-08-01&check_out=2025-08-02&search_mode=regular_search&source_impression_id=p3_1753380766_P346qHPN-GSVvIAo&previous_page_section_name=1000&federated_search_id=2053281b-9c9a-4a19-87f9-4531f1186bdb,Place to stay in Riyadh,Comfortable Quiet Studio and Featured Location,$56,,2 guests,"['1 bedroom', '1 bed', '1 private bath']",,,,[],"['Hot water', 'Essentials', 'TV', 'Air conditioning', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Microwave', 'Mini fridge', 'Free parking on premises', 'Free street parking', 'Elevator', 'Self check-in', 'Keypad', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']"
https://www.airbnb.com/rooms/1431256143436859513?check_in=2025-08-01&check_out=2025-08-02&search_mode=regular_search&source_impression_id=p3_1753380769_P37MwhhXeFy8CG36&previous_page_section_name=1000&federated_search_id=2053281b-9c9a-4a19-87f9-4531f1186bdb,Apartment in Riyadh,Studio with Jacuzzi 220,$78,,2 guests,"['1 bedroom', '1 bed', '1 bath']",,,,[],"['TV', 'Air conditioning', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Free parking on premises', 'Hot tub', 'Self check-in', 'Smart lock', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/1450808882571831685?check_in=2025-08-01&check_out=2025-08-02&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=2226811461&source_impression_id=p3_1753380769_P3doyjbAA27qWQ99&previous_page_section_name=1000&federated_search_id=2053281b-9c9a-4a19-87f9-4531f1186bdb,Room in Riyadh,A distinctive studio behind the financial towers,,,1 bed,"['1 bed', 'No bathroom']",,,,[],"['Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Iron', 'TV', 'Air conditioning', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Refrigerator', 'Hot water kettle', 'Self check-in', 'Smart lock', 'Unavailable: Lock on bedroom door\nLock on bedroom door', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Wifi\nWifi', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']"
https://www.airbnb.com/rooms/1465242846544736119?check_in=2025-08-01&check_out=2025-08-02&search_mode=regular_search&source_impression_id=p3_1753380769_P3HTFUioMzOo4YGu&previous_page_section_name=1000&federated_search_id=2053281b-9c9a-4a19-87f9-4531f1186bdb,Home in Riyadh,Elegantly designed studio in Al Malqa neighborhood,$65,,3 guests,"['1 bedroom', '1 bed', '0 baths']",,,Dhaifallah,[],"['TV', 'Air conditioning', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Smoking allowed', 'Self check-in', 'Smart lock', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/1395546795569824682?check_in=2025-08-01&check_out=2025-08-02&search_mode=regular_search&source_impression_id=p3_1753380769_P37c-yE3qvfjyjdF&previous_page_section_name=1000&federated_search_id=2053281b-9c9a-4a19-87f9-4531f1186bdb,Apartment in Al Diriyah,Amber Seven | 1 Shared bed | Diriyah | Old Riyadh,,,1 guest,"['1 bedroom', '1 bed', '1 bath']",,,Mnam,[],"['TV', 'Piano', 'Air conditioning', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Dedicated workspace', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Self check-in', 'Lockbox', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Wifi\nWifi', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/1431855354487359542?check_in=2025-08-01&check_out=2025-08-02&search_mode=regular_search&source_impression_id=p3_1753380769_P347Ext1Z7_CMgk2&previous_page_section_name=1000&federated_search_id=2053281b-9c9a-4a19-87f9-4531f1186bdb,Apartment in Riyadh,Studio overlooking the towers,$149,,2 guests,"['1 bedroom', '1 bed', '1 bath']",,,,[],"['Hair dryer', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Hangers', 'Room-darkening shades', 'Mosquito net', 'TV', 'Air conditioning', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Refrigerator', 'Microwave', 'Mini fridge', 'Hot water kettle', 'Coffee maker', 'Wine glasses', 'Dining table', 'Coffee', 'Free parking on premises', 'Free street parking', 'Luggage dropoff allowed', 'Smoking allowed', 'Long term stays allowed', 'Self check-in', 'Keypad', 'Housekeeping - available at extra cost', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']"
https://www.airbnb.com/rooms/1292131375479997436?check_in=2025-08-01&check_out=2025-08-02&search_mode=regular_search&source_impression_id=p3_1753380769_P3qXBNOT8Jol4Q-i&previous_page_section_name=1000&federated_search_id=2053281b-9c9a-4a19-87f9-4531f1186bdb,Condo in Riyadh,Cosy Studio with comfy bed / +Gym / Near airport,$44,,2 guests,"['1 bedroom', '1 bed', '1 bath']",,,,[],"['Hair dryer', 'Hangers', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Clothing storage: closet', 'TV', 'Books and reading material', 'Air conditioning', 'Heating', 'Exterior security cameras on property', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Coffee maker', 'Trash compactor', 'Coffee', 'Laundromat nearby', 'Free parking on premises', 'Free street parking', 'Elevator', 'Pets allowed', 'Smoking allowed', 'Self check-in', 'Building staff', 'Housekeeping available 24 hours, every day - available at extra cost', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/1427832089552423899?check_in=2025-08-01&check_out=2025-08-02&search_mode=regular_search&source_impression_id=p3_1753380769_P3JyeyRNwRKnACED&previous_page_section_name=1000&federated_search_id=2053281b-9c9a-4a19-87f9-4531f1186bdb,Apartment in Riyadh,Comfortable and luxurious studio overlooking the towers and self check-in,$72,,4 guests,"['1 bedroom', '1 bed', '1 bath']",,,,[],"['Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'TV', 'Air conditioning', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Microwave', 'Mini fridge', 'Hot water kettle', 'Coffee maker: drip coffee maker', 'Wine glasses', 'Coffee', 'Laundromat nearby', 'Free parking on premises', 'Free street parking', 'Pets allowed', 'Long term stays allowed', 'Self check-in', 'Keypad', 'Housekeeping available 24 hours, every day - available at extra cost', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']"
https://www.airbnb.com/rooms/1184971521503321695?check_in=2025-08-01&check_out=2025-08-02&search_mode=regular_search&source_impression_id=p3_1753380769_P3nVD-Lo9Lm7ifuT&previous_page_section_name=1000&federated_search_id=2053281b-9c9a-4a19-87f9-4531f1186bdb,Apartment in Riyadh,Modern &amp; Spacious (الدخول ذاتي ) G7,$59,,2 guests,"['1 bedroom', '1 bed', '1 bath']",,,,[],"['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Clothing storage', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Wifi', 'Dishes and silverware', 'Mini fridge', 'Hot water kettle', 'Trash compactor', 'Laundromat nearby', 'Free parking on premises', 'Free street parking', 'Elevator', 'Long term stays allowed', 'Self check-in', 'Keypad', 'Cleaning available during stay', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Private entrance\nPrivate entrance', 'Unavailable: Heating\nHeating']"
https://www.airbnb.com/rooms/1382776303479114602?check_in=2025-08-01&check_out=2025-08-02&search_mode=regular_search&source_impression_id=p3_1753380769_P3jE9qR-Mm4o7t4o&previous_page_section_name=1000&federated_search_id=2053281b-9c9a-4a19-87f9-4531f1186bdb,Apartment in Riyadh,B209 studio close to airport,$49,,2 guests,"['1 bedroom', '1 bed', '1 bath']",,,,[],"['Hair dryer', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Hangers', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Clothing storage', 'TV', 'Air conditioning', 'Heating', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Refrigerator', 'Microwave', 'Cooking basics', 'Freezer', 'Hot water kettle', 'Laundromat nearby', 'Free street parking', 'Elevator', 'Pets allowed', 'Luggage dropoff allowed', 'Smoking allowed', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Housekeeping available from 2:00\u202fPM to 6:00\u202fPM - available at extra cost', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Essentials\nEssentials', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Private entrance\nPrivate entrance']"
