url,Title,Price,Address,Guest,Bed_Bath_Details,Rating,Host_Name,Total_Reviews,Host_Info
https://www.airbnb.com/rooms/1180484327579329938?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752132868_P3ivbh0QlUdZW0O3&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,Self-enterating VIP Studio 10,$238,,2 guests,[],,,,[]
https://www.airbnb.com/rooms/1428816393196956410?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P3l288baU0Zd1LzL&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,A Luxury Self Entry Studio,$299,,2 guests,[],,,,[]
https://www.airbnb.com/rooms/1359611177430917183?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P3aL-yBF25ENwP5k&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,"A luxurious studio with an upscale building
Smart Screen | Self-Add|Wifi",$272,,2 guests,[],,,,[]
https://www.airbnb.com/rooms/1339149060373704465?search_mode=regular_search&adults=1&check_in=2025-07-12&check_out=2025-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P3QbYT-gLqt-O7Fc&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,Luxury Hotel Apartment with Smart Entrance,$361,,3 guests,[],,,,[]
https://www.airbnb.com/rooms/1252033510751233877?search_mode=regular_search&adults=1&check_in=2025-07-29&check_out=2025-08-03&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P3Pfxu6Rc5JVR_wf&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,The Small Details (2) (Self-check-in),$263,,2 guests,[],,,,[]
https://www.airbnb.com/rooms/1264633142777067717?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P3bmVDflf9bFQQ2O&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,Luxury Autonomous Apartment - V001,$386,,2 guests,[],,,,[]
https://www.airbnb.com/rooms/1244180684196306367?search_mode=regular_search&adults=1&check_in=2025-07-17&check_out=2025-07-22&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P3ZZHEdiymta2hT7&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,New Apartment in Narcissus,$386,,3 guests,[],,,,[]
https://www.airbnb.com/rooms/1368816722394677852?search_mode=regular_search&adults=1&check_in=2025-07-16&check_out=2025-07-21&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P3PHVrZPeTgEawOn&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,Narcissus A- Stylish Hotel Design Studio # N203,$260,,2 guests,[],,,,[]
https://www.airbnb.com/rooms/1459038336433053419?search_mode=regular_search&adults=1&check_in=2025-07-12&check_out=2025-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P3Mo_SjO6VGBg6vv&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,Narcissus B - Luxury apartment with balcony N 08#,$332,,4 guests,[],,,,[]
https://www.airbnb.com/rooms/852735455035493810?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P332wGfF7RLZ7_6N&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,1bedroom with  private bathroom and door access,$209,,1 guest,[],,,,[]
https://www.airbnb.com/rooms/1203148968501645144?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P3wb0kP2n6s9urOD&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,Serene &amp; Cozy (دخول ذاتي ) T1,$410,,2 guests,[],,,,[]
https://www.airbnb.com/rooms/1450893418295017448?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P3XokrpzA6YRFaYG&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,B6 | Bedroom and living room with smart entrance,$416,,4 guests,[],,,,[]
https://www.airbnb.com/rooms/1458359627316742055?search_mode=regular_search&adults=1&check_in=2025-07-12&check_out=2025-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P31R7L7i7w3y8sVm&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,Narcissus B - Integrated Studio with Elegant Hotel Design N 110#,$278,,2 guests,[],,,,[]
https://www.airbnb.com/rooms/1426579781900416256?search_mode=regular_search&adults=1&check_in=2025-07-12&check_out=2025-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P30WaJt3LQNYbL0c&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,Details luxury Apartmen| Self-entry|Al Aarid | HAN,$800,,5 guests,[],,,,[]
https://www.airbnb.com/rooms/1418424874774370198?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P3RWs3yEwz-2iwVf&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,NG11 Luxury Hotel Apartment Al Nargis,$502,,4 guests,[],,,,[]
https://www.airbnb.com/rooms/1397142374320177383?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P3DG1mAe5XRiKZpe&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,Cozy and modern Studio | Self Check-in&nbsp;,$289,,2 guests,[],,,,[]
https://www.airbnb.com/rooms/1429023820546093631?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752132870_P3bxfQ-DobPkSpLa&previous_page_section_name=1000&federated_search_id=362cc865-22b3-44df-8a56-2485b628b8f8,An Narjis Condo Apartment 1,$240,,1 guest,[],,,,[]
